Ham/Spam,Text,target,words,message
ham,If he started searching he will get job in few days.he have great potential and talent.,0,"['If', 'started', 'searching', 'get', 'job', 'days', 'great', 'potential', 'talent']",start search get job day great potential talent
ham,Reckon need to be in town by eightish to walk from * carpark.,0,"['Reckon', 'need', 'town', 'eightish', 'walk', 'carpark']",reckon need town eightish walk carpark
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",1,"['Congrats', '2', 'mobile', '3G', 'Videophones', 'R', 'call', '09063458130', 'videochat', 'wid', 'mates', 'play', 'java', 'games', 'Dload', 'polyPH', 'music', 'noline', 'rentl']",congrat 2 mobile 3 g videophone r call 09063458130 videochat wid mate play java game dload polyph music noline rentl
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,0,"['LOOK', 'AT', 'THE', 'FUCKIN', 'TIME', 'WHAT', 'THE', 'FUCK', 'YOU', 'THINK', 'IS', 'UP']",look FUCKIN TIME fuck think
ham,Yo guess what I just dropped,0,"['Yo', 'guess', 'I', 'dropped']",yo guess drop
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes,0,"['Carlos', 'says', 'mu', 'lt', 'gt', 'minutes']",Carlos say mu lt gt minute
ham,I'm in office now . I will call you  &lt;#&gt;  min:),0,"['I', 'office', 'I', 'call', 'lt', 'gt', 'min']",office call lt gt min
ham,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",0,"['Geeee', 'I', 'miss', 'already', 'know', 'Your', 'I', 'think', 'Fuck', 'I', 'wait', 'till', 'next', 'year', 'together', 'loving', 'kiss']",geeee miss already know think fuck wait till next year together love kiss
ham,"Yun ah.the ubi one say if ü wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.èn",0,"['Yun', 'ah', 'ubi', 'one', 'say', 'ü', 'wan', 'call', 'tomorrow', 'call', '67441233', 'look', 'irene', 'ere', 'got', 'bus8', '22', '65', '61', '66', '382', 'Ubi', 'cres', 'ubi', 'tech', 'park', '6ph', '1st', '5wkg', 'days', 'èn']",yun ah ubi one say ü wan call tomorrow call 67441233 look irene ere get bus8 22 65 61 66 382 Ubi cre ubi tech park 6ph 1st 5wkg day èn
ham,Ugh. Gotta drive back to sd from la. My butt is sore.,0,"['Ugh', 'Gotta', 'drive', 'back', 'sd', 'la', 'My', 'butt', 'sore']",ugh got to drive back sd la butt sore
ham,26th OF JULY,0,"['26th', 'OF', 'JULY']",26th JULY
ham,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,0,"['Hi', 'im', 'relaxing', 'time', 'ever', 'get', '7am', 'every', 'day', 'party', 'good', 'night', 'I', 'get', 'home', 'tomorrow', '5ish']",hi I m relax time ever get 7 am every day party good night get home tomorrow 5ish
ham,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,0,"['Up', 'ü', 'Ü', 'wan', 'come', 'come', 'lor', 'But', 'din', 'c', 'stripes', 'skirt']",ü Ü wan come come lor din c stripe skirt
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,0,"['The', 'Xmas', 'story', 'peace', 'The', 'Xmas', 'msg', 'love', 'The', 'Xmas', 'miracle', 'jesus', 'Hav', 'blessed', 'month', 'ahead', 'amp', 'wish', 'U', 'Merry', 'Xmas']",Xmas story peace Xmas msg love Xmas miracle jesus hav bless month ahead amp wish u merry Xmas
ham,"I can't, I don't have her number!",0,"['I', 'I', 'number']",number
ham,Change again... It's e one next to escalator...,0,"['Change', 'It', 'e', 'one', 'next', 'escalator']",change e one next escalator
ham,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,0,"['Yetunde', 'class', 'run', 'water', 'make', 'ok', 'Pls']",yetunde class run water make ok pls
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,0,"['Not', 'lot', 'happened', 'Feels', 'quiet', 'Beth', 'aunts', 'charlie', 'working', 'lots', 'Just', 'helen', 'mo', 'How']",lot happen feel quiet Beth aunt charlie work lot helen mo
ham,Then ü wait 4 me at bus stop aft ur lect lar. If i dun c ü then i go get my car then come back n pick ü.,0,"['Then', 'ü', 'wait', '4', 'bus', 'stop', 'aft', 'ur', 'lect', 'lar', 'If', 'dun', 'c', 'ü', 'go', 'get', 'car', 'come', 'back', 'n', 'pick', 'ü']",ü wait 4 bus stop aft ur lect lar dun c ü go get car come back n pick ü
ham,"Aight will do, thanks again for comin out",0,"['Aight', 'thanks', 'comin']",aight thank comin
ham,No..but heard abt tat..,0,"['No', 'heard', 'abt', 'tat']",hear abt tat
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!,1,"['Please', 'call', 'customer', 'service', 'representative', 'FREEPHONE', '0808', '145', '4742', '9am', '11pm', 'WON', 'guaranteed', '1000', 'cash', '5000', 'prize']",please call customer service representative FREEPHONE 0808 145 4742 9 am 11 pm guarantee 1000 cash 5000 prize
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,0,"['Yes', 'really', 'great', 'bhaji', 'told', 'kallis', 'best', 'cricketer', 'sachin', 'world', 'tough', 'get']",yes really great bhaji tell kalli good cricketer sachin world tough get
ham,&lt;#&gt;  am I think? Should say on syllabus,0,"['lt', 'gt', 'I', 'think', 'Should', 'say', 'syllabus']",lt gt think say syllabus
ham,Umma. Did she say anything,0,"['Umma', 'Did', 'say', 'anything']",Umma say anything
ham,Give me a sec to think think about it,0,"['Give', 'sec', 'think', 'think']",give sec think think
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,1,"['Panasonic', 'BluetoothHdset', 'FREE', 'Nokia', 'FREE', 'Motorola', 'FREE', 'DoubleMins', 'DoubleTxt', 'Orange', 'contract', 'Call', 'MobileUpd8', '08000839402', 'call', '2optout']",panasonic BluetoothHdset free Nokia free Motorola free DoubleMins DoubleTxt orange contract call mobileupd8 08000839402 call 2optout
ham,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,0,"['I', 'quite', 'know', 'I', 'still', 'get', 'hold', 'anyone', 'I', 'cud', 'pick', 'bout', '7', '30pm', 'see', 'pub']",quite know still get hold anyone cud pick bout 7 30pm see pub
ham,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",0,"['Poyyarikatur', 'kolathupalayam', 'unjalur', 'post', 'erode', 'dis', 'lt', 'gt']",Poyyarikatur kolathupalayam unjalur post erode dis lt gt
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",0,"['Dear', 'Hero', 'leaving', 'qatar', 'tonite', 'apt', 'opportunity', 'pls', 'keep', 'touch', 'lt', 'EMAIL', 'gt', 'kerala']",dear hero leave qatar tonite apt opportunity pls keep touch lt email gt kerala
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,0,"['Lol', 'I', 'would', 'mom', 'would', 'fit', 'tell', 'whole', 'family', 'crazy', 'terrible', 'I']",Lol would mom would fit tell whole family crazy terrible
ham,"I just got home babe, are you still awake ?",0,"['I', 'got', 'home', 'babe', 'still', 'awake']",get home babe still awake
ham,I dunno they close oredi not... Ü v ma fan...,0,"['I', 'dunno', 'close', 'oredi', 'Ü', 'v', 'fan']",dunno close oredi Ü v fan
ham,Just buy a pizza. Meat lovers or supreme. U get to pick.,0,"['Just', 'buy', 'pizza', 'Meat', 'lovers', 'supreme', 'U', 'get', 'pick']",buy pizza meat lover supreme u get pick
ham,"Ya, told..she was asking wats matter?",0,"['Ya', 'told', 'asking', 'wats', 'matter']",ya tell ask wat matter
ham,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",0,"['Dear', 'regret', 'cudnt', 'pick', 'call', 'drove', 'frm', 'ctla', 'cochin', 'home', 'left', 'mobile', 'car', 'ente', 'style', 'ishtamayoo', 'happy', 'bakrid']",dear regret cudnt pick call drive frm ctla cochin home leave mobile car ente style ishtamayoo happy bakrid
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,1,"['FREE', '1st', 'week', 'No1', 'Nokia', 'tone', '4', 'ur', 'mob', 'every', 'week', 'txt', 'NOKIA', '8007', 'Get', 'txting', 'tell', 'ur', 'mates', 'www', 'getzed', 'co', 'uk', 'POBox', '36504', 'W45WQ', 'norm150p', 'tone', '16']",free 1st week no1 Nokia tone 4 ur mob every week txt NOKIA 8007 get txte tell ur mate www getze co uk POBox 36504 w45wq norm150p tone 16
ham,Shall i send that exe to your mail id.,0,"['Shall', 'send', 'exe', 'mail', 'id']",shall send exe mail I d
ham,Nope watching tv at home... Not going out. V bored...,0,"['Nope', 'watching', 'tv', 'home', 'Not', 'going', 'V', 'bored']",nope watch tv home go v bored
ham,Don know..wait i will check it.,0,"['Don', 'know', 'wait', 'check']",know wait check
ham,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",0,"['Good', 'afternoon', 'glorious', 'anniversary', 'day', 'sweet', 'J', 'I', 'hope', 'finds', 'happy', 'content', 'Prey', 'I', 'think', 'send', 'teasing', 'kiss', 'across', 'sea', 'coaxing', 'images', 'fond', 'souveniers', 'You', 'Cougar', 'Pen']",good afternoon glorious anniversary day sweet J hope find happy content prey think send tease kiss across sea coax image fond souvenier Cougar Pen
spam,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,1,"['Guess', 'Somebody', 'know', 'secretly', 'fancies', 'Wanna', 'find', 'Give', 'us', 'call', '09065394514', 'From', 'Landline', 'DATEBox1282EssexCM61XN', '150p', 'min', '18']",guess somebody know secretly fancy Wanna find give we call 09065394514 landline DATEBox1282EssexCM61XN 150p min 18
ham,We still on for tonight?,0,"['We', 'still', 'tonight']",still tonight
ham,May i call You later Pls,0,"['May', 'call', 'You', 'later', 'Pls']",May call later pls
ham,Hasn't that been the pattern recently crap weekends?,0,"['Hasn', 'pattern', 'recently', 'crap', 'weekends']",pattern recently crap weekend
ham,I have a sore throat. It's scratches when I talk,0,"['I', 'sore', 'throat', 'It', 'scratches', 'I', 'talk']",sore throat scratch talk
ham,Yes da. Any plm at ur office,0,"['Yes', 'da', 'Any', 'plm', 'ur', 'office']",yes da plm ur office
ham,Are you not around or just still asleep? :V,0,"['Are', 'around', 'still', 'asleep', 'V']",around still asleep v
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe",0,"['Lol', 'forgot', 'eh', 'Yes', 'I', 'bring', 'babe']",Lol forget eh yes bring babe
ham,"Its good, we'll find a way",0,"['Its', 'good', 'find', 'way']",good find way
ham,Can not use foreign stamps in this country. Good lecture .,0,"['Can', 'use', 'foreign', 'stamps', 'country', 'Good', 'lecture']",use foreign stamp country good lecture
ham,Yup bathe liao...,0,"['Yup', 'bathe', 'liao']",yup bathe liao
ham,HAPPY NEW YEAR MY NO.1 MAN,0,"['HAPPY', 'NEW', 'YEAR', 'MY', 'NO', '1', 'MAN']",HAPPY new year 1 man
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",0,"['OH', 'MR', 'SHEFFIELD', 'You', 'wanna', 'play', 'THAT', 'game', 'okay', 'You', 'boss', 'I', 'nanny', 'You', 'give', 'raise', 'I', 'give', 'YOU', 'one']",OH MR SHEFFIELD wanna play game okay boss nanny give raise give one
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,0,"['ZOE', 'IT', 'JUST', 'HIT', 'ME', '2', 'IM', 'FUCKING', 'SHITIN', 'MYSELF', 'IL', 'DEFO', 'TRY', 'MY', 'HARDEST', '2', 'CUM', '2MOROW', 'LUV', 'U', 'MILLIONS', 'LEKDOG']",ZOE HIT 2 IM FUCKING shitin IL DEFO try HARDEST 2 CUM 2morow luv u million LEKDOG
ham,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",0,"['Hello', 'baby', 'get', 'back', 'mom', 'Are', 'setting', 'computer', 'Filling', 'belly', 'How', 'goes', 'loverboy', 'I', 'miss', 'already', 'sighs']",hello baby get back mom set computer fill belly go loverboy miss already sigh
ham,"No my blankets are sufficient, thx",0,"['No', 'blankets', 'sufficient', 'thx']",blanket sufficient thx
ham,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",0,"['naughty', 'little', 'thought', 'better', 'flirt', 'flirt', 'n', 'flirt', 'rather', 'loving', 'someone', 'n', 'gettin', 'hurt', 'hurt', 'n', 'hurt', 'Gud', 'nyt']",naughty little think well flirt flirt n flirt rather love someone n gettin hurt hurt n hurt gud nyt
ham,"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",0,"['Edison', 'rightly', 'said', 'A', 'fool', 'ask', 'questions', 'wise', 'man', 'answer', 'Now', 'know', 'us', 'speechless', 'ViVa', 'GM', 'GN', 'GE', 'GNT']",Edison rightly say fool ask question wise man answer know we speechless ViVa GM GN GE gnt
ham,They just talking thats it de. They wont any other.,0,"['They', 'talking', 'thats', 'de', 'They', 'wont']",talk that s de will not
ham,Today am going to college so am not able to atten the class.,0,"['Today', 'going', 'college', 'able', 'atten', 'class']",today go college able atten class
ham,I'm in class. Will holla later,0,"['I', 'class', 'Will', 'holla', 'later']",class holla later
ham,Easy ah?sen got selected means its good..,0,"['Easy', 'ah', 'sen', 'got', 'selected', 'means', 'good']",easy ah sen get select mean good
ham,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?,0,"['Mmm', 'thats', 'better', 'got', 'roast', 'b', 'better', 'drinks', '2', 'Good', 'indian']",mmm that s well get roast b well drink 2 good indian
spam,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",1,"['We', 'know', 'someone', 'know', 'fancies', 'Call', '09058097218', 'find', 'POBox', '6', 'LS15HB', '150p']",know someone know fancy call 09058097218 find POBox 6 ls15hb 150p
ham,"Come round, it's . ",0,"['Come', 'round']",come round
ham,"Do 1 thing! Change that sentence into: ""Because i want 2 concentrate in my educational career im leaving here..""",0,"['Do', '1', 'thing', 'Change', 'sentence', 'Because', 'want', '2', 'concentrate', 'educational', 'career', 'im', 'leaving']",1 thing change sentence want 2 concentrate educational career I m leave
spam,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",1,"['1000', 'flirting', 'NOW', 'Txt', 'GIRL', 'BLOKE', 'ur', 'NAME', 'AGE', 'eg', 'GIRL', 'ZOE', '18', '8007', 'join', 'get', 'chatting']",1000 flirt Txt girl bloke ur name age eg girl ZOE 18 8007 join get chat
ham,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?,0,"['I', 'walked', 'hour', '2', 'c', 'u', 'show', 'I', 'care', 'wont', 'u', 'believe', 'im', 'serious']",walk hour 2 c u show care will not u believe I m serious
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,1,"['18', 'days', 'Euro2004', 'kickoff', 'U', 'kept', 'informed', 'latest', 'news', 'results', 'daily', 'Unsubscribe', 'send', 'GET', 'EURO', 'STOP', '83222']",18 day Euro2004 kickoff u keep inform late news result daily Unsubscribe send get euro stop 83222
ham,Are you available for soiree on June 3rd?,0,"['Are', 'available', 'soiree', 'June', '3rd']",available soiree June 3rd
ham,Do u noe wat time e place dat sells 4d closes?,0,"['Do', 'u', 'noe', 'wat', 'time', 'e', 'place', 'dat', 'sells', '4d', 'closes']",u noe wat time e place dat sell 4d close
ham,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",0,"['I', 'got', 'another', 'job', 'The', 'one', 'hospital', 'data', 'analysis', 'something', 'starts', 'monday', 'Not', 'sure', 'thesis', 'got', 'finished']",get another job one hospital datum analysis something start monday sure thesis get finish
ham,Jay's getting really impatient and belligerent,0,"['Jay', 'getting', 'really', 'impatient', 'belligerent']",Jay get really impatient belligerent
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,0,"['HIYA', 'COMIN', '2', 'BRISTOL', '1', 'ST', 'WEEK', 'IN', 'APRIL', 'LES', 'GOT', 'OFF', 'RUDI', 'ON', 'NEW', 'YRS', 'EVE', 'BUT', 'I', 'WAS', 'SNORING', 'THEY', 'WERE', 'DRUNK', 'U', 'BAK', 'AT', 'COLLEGE', 'YET', 'MY', 'WORK', 'SENDS', 'INK', '2', 'BATH']",hiya COMIN 2 BRISTOL 1 st week APRIL LES get rudi new YRS eve snore DRUNK u BAK college yet work send INK 2 BATH
ham,I'm at work. Please call,0,"['I', 'work', 'Please', 'call']",work please call
ham,Then u drive lor.,0,"['Then', 'u', 'drive', 'lor']",u drive lor
ham,Ard 515 like dat. Y?,0,"['Ard', '515', 'like', 'dat', 'Y']",Ard 515 like dat
ham,Tell me they're female :V how're you throwing in? We're deciding what all to get now,0,"['Tell', 'female', 'V', 'throwing', 'We', 'deciding', 'get']",tell female v throw decide get
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN £100 Cash WKENT/150P16+,1,"['EASTENDERS', 'TV', 'Quiz', 'What', 'FLOWER', 'DOT', 'compare', 'D', 'VIOLET', 'E', 'TULIP', 'F', 'LILY', 'txt', 'D', 'E', 'F', '84025', 'NOW', '4', 'chance', '2', 'WIN', '100', 'Cash', 'WKENT', '150P16']",eastender tv Quiz FLOWER DOT compare VIOLET e tulip F LILY txt e F 84025 4 chance 2 WIN 100 cash WKENT 150p16
ham,I'm working technical support :)voice process.networking field.,0,"['I', 'working', 'technical', 'support', 'voice', 'process', 'networking', 'field']",work technical support voice process network field
ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,0,"['I', 'might', 'come', 'kerala', '2', 'days', 'prepared', 'take', 'leave', 'finalise', 'dont', 'plan', 'travel', 'visit', 'need', 'finish', 'urgent', 'works']",might come kerala 2 day prepare take leave finalise do not plan travel visit need finish urgent work
ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,0,"['Ok', 'Not', 'sure', 'time', 'tho', 'sure', 'get', 'library', 'class', 'Will', 'try', 'See', 'point', 'Have', 'good', 'eve']",ok sure time tho sure get library class try see point good eve
spam,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,1,"['We', 'new', 'local', 'dates', 'area', 'Lots', 'new', 'people', 'registered', 'YOUR', 'AREA', 'Reply', 'DATE', 'start', '18', 'www', 'flirtparty', 'us', 'REPLYS150']",new local date area lot new people register area reply date start 18 www flirtparty we replys150
ham,"That's fine, I'll bitch at you about it later then",0,"['That', 'fine', 'I', 'bitch', 'later']",fine bitch later
ham,No my mum went 2 dentist.,0,"['No', 'mum', 'went', '2', 'dentist']",mum go 2 dentist
ham,Once free call me sir. I am waiting for you.,0,"['Once', 'free', 'call', 'sir', 'I', 'waiting']",free call sir wait
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,0,"['Meeting', 'u', 'work', 'Tel', 'shall', 'work', 'tomorrow']",meet u work tel shall work tomorrow
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,1,"['Someone', 'U', 'know', 'asked', 'dating', 'service', '2', 'contact', 'Cant', 'Guess', 'CALL', '09058091854', 'NOW', 'revealed', 'PO', 'BOX385', 'M6', '6WU']",someone u know ask date service 2 contact can not guess call 09058091854 reveal po BOX385 M6 6wu
ham,Jus finish bathing...,0,"['Jus', 'finish', 'bathing']",jus finish bathe
ham,"alright, I'll make sure the car is back tonight",0,"['alright', 'I', 'make', 'sure', 'car', 'back', 'tonight']",alright make sure car back tonight
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,1,"['URGENT', 'We', 'trying', 'contact', 'U', 'Todays', 'draw', 'shows', '800', 'prize', 'GUARANTEED', 'Call', '09050003091', 'land', 'line', 'Claim', 'C52', 'Valid12hrs']",URGENT try contact u today draw show 800 prize guaranteed call 09050003091 land line claim C52 valid12hr
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,1,"['Dear', 'U', 'invited', 'XCHAT', 'This', 'final', 'attempt', 'contact', 'u', 'Txt', 'CHAT', '86688']",dear u invite XCHAT final attempt contact u Txt chat 86688
ham,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,0,"['Lul', 'im', 'gettin', 'juicy', 'gossip', 'hospital', 'Two', 'nurses', 'talking', 'fat', 'gettin', 'And', 'one', 'thinks', 'shes', 'obese', 'Oyea']",lul I m gettin juicy gossip hospital two nurse talk fat gettin one think she s obese oyea
ham,Aight ill get on fb in a couple minutes,0,"['Aight', 'ill', 'get', 'fb', 'couple', 'minutes']",aight ill get fb couple minute
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,0,"['Oi', 'Ami', 'parchi', 'na', 'Kicchu', 'kaaj', 'korte', 'iccha', 'korche', 'na', 'Phone', 'ta', 'tul', 'na', 'Plz', 'Plz']",oi Ami parchi na Kicchu kaaj korte iccha korche na phone ta tul na plz plz
ham,Where can download clear movies. Dvd copies.,0,"['Where', 'download', 'clear', 'movies', 'Dvd', 'copies']",download clear movie dvd copy
ham,"Yep, by the pretty sculpture",0,"['Yep', 'pretty', 'sculpture']",yep pretty sculpture
ham,Convey my regards to him,0,"['Convey', 'regards']",Convey regard
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,0,"['Me', 'watching', 'surya', 'movie', '6', 'pm', 'vijay', 'movie', 'POKKIRI']",watch surya movie 6 pm vijay movie pokkiri
ham,You tell what happen dont behave like this to me. Ok no need to say,0,"['You', 'tell', 'happen', 'dont', 'behave', 'like', 'Ok', 'need', 'say']",tell happen do not behave like ok need say
ham,Can u get pic msgs to your phone?,0,"['Can', 'u', 'get', 'pic', 'msgs', 'phone']",u get pic msgs phone
ham,Send to someone else :-),0,"['Send', 'someone', 'else']",send someone else
ham,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,0,"['Wat', 'makes', 'people', 'dearer', 'de', 'happiness', 'dat', 'u', 'feel', 'u', 'meet', 'de', 'pain', 'u', 'feel', 'u', 'miss', 'dem']",wat make people dearer de happiness dat u feel u meet de pain u feel u miss dem
ham,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,0,"['For', 'love', 'start', 'attraction', 'feel', 'I', 'need', 'every', 'time', 'around', 'first', 'thing', 'comes', 'thoughts', 'I', 'would', 'start', 'day', 'end', 'every', 'time', 'I', 'dream', 'love', 'every', 'breath', 'name', 'life', 'happen', 'around', 'life', 'named', 'I', 'would', 'cry', 'give', 'happiness', 'take', 'sorrows', 'I', 'ready', 'fight', 'anyone', 'I', 'love', 'I', 'craziest', 'things', 'love', 'I', 'proove', 'anyone', 'girl', 'beautiful', 'lady', 'whole', 'planet', 'I', 'always', 'singing', 'praises', 'love', 'I', 'start', 'making', 'chicken', 'curry', 'end', 'makiing', 'sambar', 'life', 'beautiful', 'get', 'every', 'morning', 'thank', 'god', 'day', 'I', 'would', 'like', 'say', 'lot', 'tell', 'later']",love start attraction feel need every time around first thing come thought would start day end every time dream love every breath name life happen around life name would cry give happiness take sorrow ready fight anyone love crazy thing love proove anyone girl beautiful lady whole planet always singe praise love start make chicken curry end makie sambar life beautiful get every morning thank god day would like say lot tell later
ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",0,"['FR', 'NDSHIP', 'like', 'needle', 'clock', 'Though', 'V', 'r', 'clock', 'V', 'r', 'nt', 'able', '2', 'met', 'Evn', 'V', 'meet', 'itz', '4few', 'seconds', 'Bt', 'V', 'alwys', 'stay', 'conected', 'Gud', '9t']",FR ndship like needle clock though v r clock v r not able 2 meet evn v meet itz 4few second Bt v alwy stay conecte gud 9 t
ham,I don't think he has spatula hands!,0,"['I', 'think', 'spatula', 'hands']",think spatula hand
ham,You can never do NOTHING,0,"['You', 'never', 'NOTHING']",never nothing
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,1,"['You', 'awarded', 'SiPix', 'Digital', 'Camera', 'call', '09061221061', 'landline', 'Delivery', 'within', '28days', 'T', 'Cs', 'Box177', 'M221BP', '2yr', 'warranty', '150ppm', '16', 'p', 'p', '3', '99']",award SiPix Digital camera call 09061221061 landline delivery within 28days cs Box177 m221bp 2yr warranty 150ppm 16 p p 3 99
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,0,"['Goodmorning', 'today', 'late', 'lt', 'DECIMAL', 'gt', 'min']",goodmorne today late lt DECIMAL gt min
spam,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,1,"['WIN', 'URGENT', 'Your', 'mobile', 'number', 'awarded', '2000', 'prize', 'GUARANTEED', 'call', '09061790121', 'land', 'line', 'claim', '3030', 'valid', '12hrs', '150ppm']",WIN URGENT mobile number award 2000 prize guaranteed call 09061790121 land line claim 3030 valid 12hrs 150ppm
ham,Please da call me any mistake from my side sorry da. Pls da goto doctor.,0,"['Please', 'da', 'call', 'mistake', 'side', 'sorry', 'da', 'Pls', 'da', 'goto', 'doctor']",please da call mistake side sorry da pls da goto doctor
ham,Where r we meeting?,0,"['Where', 'r', 'meeting']",r meeting
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",0,"['Well', 'weather', 'cali', 'great', 'But', 'complexities', 'great', 'You', 'need', 'car', 'move', 'freely', 'taxes', 'outrageous', 'But', 'great', 'place', 'The', 'sad', 'part', 'missing', 'home']",well weather cali great complexity great need car move freely taxis outrageous great place sad part miss home
